,Datum,Wochentag,Tagestemperatur,Nachttemperatur
99,2019-08-09,Friday,27.775162584220094,20.172018095480635
100,2019-08-10,Saturday,27.267645219946523,22.64745368036173
101,2019-08-11,Sunday,27.31463115817283,14.45906366969606
102,2019-08-12,Monday,21.628029352903855,21.82129969993952
103,2019-08-13,Tuesday,23.038364714396252,12.271546990672977
104,2019-08-14,Wednesday,23.422228001525134,17.50523855392962
105,2019-08-15,Thursday,30.656154847947228,19.725856959890706
106,2019-08-16,Friday,23.63660721086752,17.908481266245794
107,2019-08-17,Saturday,25.46107910410252,16.369513141972913
108,2019-08-18,Sunday,24.250584176534545,15.9485025587359
109,2019-08-19,Monday,29.41907832339317,14.378308726249587
110,2019-08-20,Tuesday,24.5531650746255,20.036183475442655
111,2019-08-21,Wednesday,22.115420027503244,13.176489941839282
112,2019-08-22,Thursday,25.477747806091863,13.028982405172027
113,2019-08-23,Friday,18.950443541467138,15.26149797676228
114,2019-08-24,Saturday,31.13858669392211,13.558022698301054
115,2019-08-25,Sunday,23.013804201511977,20.004196875826636
116,2019-08-26,Monday,22.35737294472832,16.43571206264125
117,2019-08-27,Tuesday,28.949773128000935,13.126357398723536
118,2019-08-28,Wednesday,28.255504519133762,20.938186183932274
119,2019-08-29,Thursday,24.701327214840383,21.79119373607947
120,2019-08-30,Friday,27.345619225341405,14.942749052839304
121,2019-08-31,Saturday,26.07121048915499,19.439295200801944
122,2019-09-01,Sunday,26.918580806761632,14.990928026704632
123,2019-09-02,Monday,27.49467846382264,16.538348862797523
124,2019-09-03,Tuesday,25.498053447870973,18.166682953222832
125,2019-09-04,Wednesday,25.65881286800639,14.784503663422338
126,2019-09-05,Thursday,22.18700197284563,16.344044764402533
127,2019-09-06,Friday,24.61206542581399,20.611729636392404
128,2019-09-07,Saturday,22.499215209038653,19.653908925948848
129,2019-09-08,Sunday,25.504217905402314,15.604522775430988
130,2019-09-09,Monday,24.575187552075068,20.25826403869555
131,2019-09-10,Tuesday,26.13795169008951,17.606313820690623
132,2019-09-11,Wednesday,23.690906994462335,21.189755621254918
133,2019-09-12,Thursday,22.93959727812431,15.677038790431268
134,2019-09-13,Friday,18.888959316285668,19.340896898429584
135,2019-09-14,Saturday,21.411005458227653,16.071018208467216
136,2019-09-15,Sunday,22.904539038490103,15.702257570001441
137,2019-09-16,Monday,22.648481261237485,13.913013418599999
138,2019-09-17,Tuesday,25.329830582993523,20.084461457831097
139,2019-09-18,Wednesday,26.399073242678867,17.65273697040091
140,2019-09-19,Thursday,22.38469003621408,17.745453254521212
141,2019-09-20,Friday,25.250462440102297,15.447167365185512
142,2019-09-21,Saturday,25.58326127000763,16.71764557614329
143,2019-09-22,Sunday,29.29028805588925,15.368942684450872
144,2019-09-23,Monday,22.783459280263855,18.023157789441978
145,2019-09-24,Tuesday,28.725880638253315,17.071718766683922
146,2019-09-25,Wednesday,25.412966967605836,12.54259905523743
147,2019-09-26,Thursday,25.948174034225378,22.51260697348424
148,2019-09-27,Friday,18.87689629800296,16.821343143674703
149,2019-09-28,Saturday,26.130000270238757,17.21911671094195
150,2019-09-29,Sunday,26.887573251085335,14.402074074868981
151,2019-09-30,Monday,26.660654658456618,17.62987024328437
152,2019-10-01,Tuesday,24.915013807848045,17.851879029476315
153,2019-10-02,Wednesday,26.689892687114217,16.644948512600564
154,2019-10-03,Thursday,21.062518344333405,14.503384980940517
155,2019-10-04,Friday,28.094663177366893,14.44688614699497
156,2019-10-05,Saturday,25.09210900063467,20.877053347061736
157,2019-10-06,Sunday,20.639522724982484,17.033905443002343
158,2019-10-07,Monday,24.414332464245007,11.671158069002267
159,2019-10-08,Tuesday,28.981231626111203,15.561186549313227
160,2019-10-09,Wednesday,24.310320872143738,16.322552675737967
161,2019-10-10,Thursday,20.217992712076757,22.953656099860645
162,2019-10-11,Friday,24.815041670144897,17.03939512795642
163,2019-10-12,Saturday,24.07508792496006,12.44005625012025
164,2019-10-13,Sunday,24.447969076736,20.204921721663858
165,2019-10-14,Monday,25.95565736816479,18.94939192607862
166,2019-10-15,Tuesday,27.78910219128976,18.048482970138775
167,2019-10-16,Wednesday,27.3690723935182,17.512985743769704
168,2019-10-17,Thursday,24.871579971438592,22.39854884681877
169,2019-10-18,Friday,25.781540419997164,21.417394616457454
170,2019-10-19,Saturday,20.528527358224586,17.51193518629616
171,2019-10-20,Sunday,25.50231384469318,21.50792871001876
172,2019-10-21,Monday,26.628100561005123,16.506345505968262
173,2019-10-22,Tuesday,23.134680943111665,9.843117468970933
174,2019-10-23,Wednesday,17.527746453491595,21.89162593248779
175,2019-10-24,Thursday,20.178047300178623,13.485116492372043
176,2019-10-25,Friday,19.139773195416147,15.146358942728758
177,2019-10-26,Saturday,31.5172337948847,14.992710817257894
178,2019-10-27,Sunday,30.354274528081902,15.96846982326446
179,2019-10-28,Monday,24.65738015845202,14.094674715343746
180,2019-10-29,Tuesday,28.1042325151774,16.143140910995346
181,2019-10-30,Wednesday,28.886502482032142,14.674630990875498
182,2019-10-31,Thursday,26.243544300419842,14.178010857941146
183,2019-11-01,Friday,21.589498626649494,18.01211686740613
184,2019-11-02,Saturday,30.66911472181584,22.09164097211427
185,2019-11-03,Sunday,25.129084893917863,18.651942996038812
186,2019-11-04,Monday,23.612080639365466,18.993849693933242
187,2019-11-05,Tuesday,29.598436015135075,16.945372897551213
188,2019-11-06,Wednesday,19.880048148140972,15.055331187691252
189,2019-11-07,Thursday,25.467809216426193,15.789850486037508
190,2019-11-08,Friday,28.282685092738042,15.426559503772815
191,2019-11-09,Saturday,18.985624459775224,16.54618094901245
192,2019-11-10,Sunday,30.784290871798667,21.87613924446036
193,2019-11-11,Monday,30.17387544996088,15.93995087831099
194,2019-11-12,Tuesday,25.428447427543325,16.67559906784464
195,2019-11-13,Wednesday,29.859900937793764,20.668503192715292
196,2019-11-14,Thursday,23.863142645670784,9.33255044657763
197,2019-11-15,Friday,25.38503444927295,20.441990475828916
198,2019-11-16,Saturday,23.845263759957707,22.287123885894534
199,2019-11-17,Sunday,23.597805035799585,17.31824800276136
200,2019-11-18,Monday,26.998489278763152,13.914242657222974
201,2019-11-19,Tuesday,22.898674543789255,15.160410382281468
202,2019-11-20,Wednesday,23.038580354166985,14.201280447255112
203,2019-11-21,Thursday,25.27775365358474,17.175085616091316
204,2019-11-22,Friday,28.31424918522348,12.666362060908689
205,2019-11-23,Saturday,24.389024975302547,13.666317611024684
206,2019-11-24,Sunday,29.724173755478674,22.05886488340709
207,2019-11-25,Monday,29.068762786012066,12.861852293569733
208,2019-11-26,Tuesday,22.792277618967823,16.155703517982356
209,2019-11-27,Wednesday,22.4996606196344,13.142116380823285
210,2019-11-28,Thursday,26.704678531118194,19.10358857088922
211,2019-11-29,Friday,27.011105165723894,17.449950871244308
212,2019-11-30,Saturday,22.0060890660209,17.324709301440006
213,2019-12-01,Sunday,22.75911283726997,17.847955786977952
214,2019-12-02,Monday,27.31616351917281,15.829839141640171
215,2019-12-03,Tuesday,22.48521176593487,19.906246037557214
216,2019-12-04,Wednesday,24.30916696049443,14.43154767898327
217,2019-12-05,Thursday,25.58069173084732,17.593190727182545
218,2019-12-06,Friday,21.603852937504378,12.185682685031422
219,2019-12-07,Saturday,29.52702776103419,19.125939741512433
220,2019-12-08,Sunday,29.158675241948323,17.471560305020024
221,2019-12-09,Monday,26.752140007260927,18.02808652681931
222,2019-12-10,Tuesday,29.71475516496198,16.300367783271515
223,2019-12-11,Wednesday,26.50096068243684,19.20137456452175
224,2019-12-12,Thursday,23.41905873575506,15.681933251321576
225,2019-12-13,Friday,30.267950202806873,17.331928240999318
226,2019-12-14,Saturday,27.146644491385935,17.200944154205533
227,2019-12-15,Sunday,23.3189127170347,15.52873326887211
228,2019-12-16,Monday,27.87668802974701,9.692825646463856
229,2019-12-17,Tuesday,25.54317105443012,15.784672192957295
230,2019-12-18,Wednesday,22.679427649136613,22.946098034887363
231,2019-12-19,Thursday,27.134495164654584,9.597123881686016
232,2019-12-20,Friday,21.447224952903312,17.120770838766823
233,2019-12-21,Saturday,22.075838443887942,10.612448012162899
234,2019-12-22,Sunday,24.253892601083702,18.007380137683068
235,2019-12-23,Monday,20.79580437027911,18.591660980192806
236,2019-12-24,Tuesday,26.08890057456369,18.03968523142455
237,2019-12-25,Wednesday,30.679073572893962,17.638679375411588
238,2019-12-26,Thursday,23.399533246643472,15.79859069823035
239,2019-12-27,Friday,21.256702607309407,20.46241428299991
240,2019-12-28,Saturday,30.930772512044456,15.369278257854843
241,2019-12-29,Sunday,24.74872624687372,19.692824821287427
242,2019-12-30,Monday,25.63932895177418,14.614091401051791
243,2019-12-31,Tuesday,27.44069255834275,13.818548301002963
244,2020-01-01,Wednesday,28.83838674858784,16.526006197469332
245,2020-01-02,Thursday,20.998020419254836,17.361071230773547
246,2020-01-03,Friday,26.517355893999717,18.321952099362264
247,2020-01-04,Saturday,21.08531223489375,17.926161552621334
248,2020-01-05,Sunday,24.49402910576438,17.39122307074935
249,2020-01-06,Monday,29.190878213727977,13.958519869926754
250,2020-01-07,Tuesday,23.360363890939585,13.50646751831753
251,2020-01-08,Wednesday,22.679763279485222,14.624610025432222
252,2020-01-09,Thursday,27.75844618983242,17.2397882831823
253,2020-01-10,Friday,22.69213092401863,16.880221660565702
254,2020-01-11,Saturday,27.1144613332382,21.103942028649058
255,2020-01-12,Sunday,27.85957139091857,17.436293777819337
256,2020-01-13,Monday,18.543053690907172,11.805828588250169
257,2020-01-14,Tuesday,27.838444729698978,10.286737517834581
258,2020-01-15,Wednesday,27.14223066306519,19.38617723021132
259,2020-01-16,Thursday,21.62466814923082,10.778031984690534
260,2020-01-17,Friday,21.886370052617913,14.60043655931225
261,2020-01-18,Saturday,28.516032710678303,16.392852575489766
262,2020-01-19,Sunday,31.413062664428555,9.797680014354636
263,2020-01-20,Monday,28.724141190784255,14.722100709161388
264,2020-01-21,Tuesday,24.664183083137903,12.932568130559606
265,2020-01-22,Wednesday,29.201042200240153,19.23267823461314
266,2020-01-23,Thursday,17.69704506594139,14.396414626622756
267,2020-01-24,Friday,24.43433000752539,17.55468273552235
268,2020-01-25,Saturday,25.218564082614982,19.888835010509197
269,2020-01-26,Sunday,26.877973458321893,16.700398541561032
270,2020-01-27,Monday,27.618600622870705,15.643401451105834
271,2020-01-28,Tuesday,24.949578564635196,18.781595725234368
272,2020-01-29,Wednesday,24.41313871879116,18.64944344767513
273,2020-01-30,Thursday,24.72449176849398,14.940896217896906
274,2020-01-31,Friday,27.99705129863563,17.96355387554639
275,2020-02-01,Saturday,29.09586161977549,16.38370466532272
276,2020-02-02,Sunday,25.339721786672918,15.845582769114054
277,2020-02-03,Monday,23.74963897178095,17.36990553843859
278,2020-02-04,Tuesday,28.39082358021439,17.169225231100867
279,2020-02-05,Wednesday,25.002082709259888,15.127355420458503
280,2020-02-06,Thursday,31.911670406377972,19.37612596918741
281,2020-02-07,Friday,25.850449009777925,21.22421421081658
282,2020-02-08,Saturday,23.899318936374346,20.290524860074513
283,2020-02-09,Sunday,21.6814043602583,14.170695079631342
284,2020-02-10,Monday,25.44068590252512,18.49369785284692
285,2020-02-11,Tuesday,21.847628824449416,18.00231119961168
286,2020-02-12,Wednesday,22.464706282285157,16.7851982294133
287,2020-02-13,Thursday,29.18272613794083,15.29493224261475
288,2020-02-14,Friday,24.860231747249962,18.07673536178889
289,2020-02-15,Saturday,31.876412984506654,17.63879441645274
290,2020-02-16,Sunday,25.960641849919387,20.601312374947263
291,2020-02-17,Monday,22.491885776528957,16.994886081643617
292,2020-02-18,Tuesday,27.152775448651823,15.095988405711601
293,2020-02-19,Wednesday,24.173787339179842,13.2009620118948
294,2020-02-20,Thursday,26.27025758660152,12.097197160013627
295,2020-02-21,Friday,26.112860775331566,15.107103115454061
296,2020-02-22,Saturday,27.580962919800335,17.953716566671456
297,2020-02-23,Sunday,28.08499774837254,22.643721906663618
298,2020-02-24,Monday,27.035081829043232,7.594275832073269
299,2020-02-25,Tuesday,31.092788564200248,15.554548673493894
300,2020-02-26,Wednesday,23.75964880368601,12.91128515555037
301,2020-02-27,Thursday,26.618713543127946,16.275068116484714
302,2020-02-28,Friday,26.592075525355565,12.567274686784131
303,2020-02-29,Saturday,21.70562393192693,20.85316790638227
304,2020-03-01,Sunday,21.54862095519695,9.334882901312808
305,2020-03-02,Monday,25.43622541579205,17.420686711321263
306,2020-03-03,Tuesday,25.866924840855543,18.01745604866564
307,2020-03-04,Wednesday,17.53585867443331,16.506132436165508
308,2020-03-05,Thursday,30.354777961949626,22.170870459242792
309,2020-03-06,Friday,25.70927402260968,19.563968624494855
310,2020-03-07,Saturday,23.339318460179054,18.64037263114585
311,2020-03-08,Sunday,26.336055462790934,20.04107986238622
312,2020-03-09,Monday,24.019910044769855,15.86248463942231
313,2020-03-10,Tuesday,25.298221601106388,16.590807734706463
314,2020-03-11,Wednesday,26.001050254609776,15.250382717975604
315,2020-03-12,Thursday,29.165065280269307,9.262954913570844
316,2020-03-13,Friday,27.010353331984533,17.995821823770623
317,2020-03-14,Saturday,23.46888463424495,18.47652615207245
318,2020-03-15,Sunday,26.505629261592972,11.17449316868317
319,2020-03-16,Monday,26.15742987892361,21.321444095451845
320,2020-03-17,Tuesday,22.446905747754023,16.407264998998617
321,2020-03-18,Wednesday,22.682263492204136,17.512042515887654
322,2020-03-19,Thursday,25.301952645280938,10.878086978725442
323,2020-03-20,Friday,25.59431187447503,19.013517411833163
324,2020-03-21,Saturday,28.37970356737058,12.025823097615879
325,2020-03-22,Sunday,24.435218550920638,17.882549305742955
326,2020-03-23,Monday,21.018631184218613,17.42129131950501
327,2020-03-24,Tuesday,26.810555078771728,19.086283772287565
328,2020-03-25,Wednesday,23.791035237000447,18.492755410259726
329,2020-03-26,Thursday,24.309690633810757,9.506493133518362
330,2020-03-27,Friday,27.14593515977607,15.307355840294
331,2020-03-28,Saturday,23.213100028558195,19.60903983808584
332,2020-03-29,Sunday,23.13916330115574,14.488901519144434
333,2020-03-30,Monday,27.49674472630477,18.90703042269242
334,2020-03-31,Tuesday,29.706712569768253,18.943965031219165
335,2020-04-01,Wednesday,26.957450269053183,20.12475276925692
336,2020-04-02,Thursday,28.52032487584811,17.04462265655781
337,2020-04-03,Friday,20.57651605973007,18.95527868248852
338,2020-04-04,Saturday,27.777545995454098,16.674428941447534
339,2020-04-05,Sunday,26.474586208311482,16.28198957596646
340,2020-04-06,Monday,29.581707911558258,19.37901424167064
341,2020-04-07,Tuesday,24.367406314986894,16.96349815767371
342,2020-04-08,Wednesday,30.0707456928783,16.605821296921178
343,2020-04-09,Thursday,26.668438223636944,14.724552758668947
344,2020-04-10,Friday,26.914436315071836,15.796627022022177
345,2020-04-11,Saturday,24.574865748978485,13.218016921213113
346,2020-04-12,Sunday,27.57970512599609,18.395507839596718
347,2020-04-13,Monday,25.323946622711446,18.787475200494146
348,2020-04-14,Tuesday,24.826383126810725,20.523209177590353
349,2020-04-15,Wednesday,29.296782302210808,16.614194891606758
350,2020-04-16,Thursday,20.338039335597752,13.392431005509671
351,2020-04-17,Friday,21.625431840795706,11.666053134438002
352,2020-04-18,Saturday,34.27585873610786,17.20461399837198
353,2020-04-19,Sunday,27.629140512793086,13.687093776812286
354,2020-04-20,Monday,21.448055144650297,16.44298208573052
355,2020-04-21,Tuesday,23.00216708967886,17.196010212718384
356,2020-04-22,Wednesday,31.37077625315243,20.06667155959666
357,2020-04-23,Thursday,28.080601843533373,17.952892814977886
358,2020-04-24,Friday,26.29930337037498,12.62581798339617
359,2020-04-25,Saturday,31.057813235109386,18.004011360922444
360,2020-04-26,Sunday,33.255065541397556,14.50319316553717
361,2020-04-27,Monday,26.1520225571867,19.77194281199524
362,2020-04-28,Tuesday,33.07122893560485,21.753054323097384
363,2020-04-29,Wednesday,33.484848000406735,14.43454494475315
364,2020-04-30,Thursday,27.315257667482786,15.722602529587771
365,2020-05-01,Friday,27.98442604014761,16.224007144620106
366,2020-05-02,Saturday,24.101937381072084,15.290865752059684
367,2020-05-03,Sunday,26.277711153847786,15.628395918313142
368,2020-05-04,Monday,26.961846295464962,15.996379610059483
369,2020-05-05,Tuesday,21.602736601237684,17.32932188141449
370,2020-05-06,Wednesday,21.585121423504106,21.192001682725884
371,2020-05-07,Thursday,26.844800398978578,23.09424203745932
372,2020-05-08,Friday,22.44471584847886,20.129761964718735
373,2020-05-09,Saturday,27.701989218771846,14.215838766195027
374,2020-05-10,Sunday,26.286419489862812,17.802333144082088
375,2020-05-11,Monday,23.66535922956846,18.133522003319936
376,2020-05-12,Tuesday,26.670997926108324,10.767951830919195
377,2020-05-13,Wednesday,26.01861677801252,19.53973581832137
378,2020-05-14,Thursday,29.296692088920505,22.45624477156207
379,2020-05-15,Friday,24.066558684095977,17.743597658501663
380,2020-05-16,Saturday,28.3768390917523,20.122537089893857
381,2020-05-17,Sunday,23.837404702775345,13.260264671094465
382,2020-05-18,Monday,30.416143253725547,19.044031280783198
383,2020-05-19,Tuesday,24.31685177026471,15.249104290401792
384,2020-05-20,Wednesday,24.266650411735128,22.56226799497957
385,2020-05-21,Thursday,22.150088972776445,16.281837360999408
386,2020-05-22,Friday,23.24669309428176,18.68396174793949
387,2020-05-23,Saturday,24.961518794464045,18.834784500647743
388,2020-05-24,Sunday,27.680080982790283,22.48850644462723
389,2020-05-25,Monday,21.066893483807554,19.96140108894864
390,2020-05-26,Tuesday,26.399703799718875,19.409598581979328
391,2020-05-27,Wednesday,21.130397888617022,16.909943431197988
392,2020-05-28,Thursday,27.755869383419263,16.48902578616656
393,2020-05-29,Friday,23.123978790916166,16.808001281988457
394,2020-05-30,Saturday,23.48820763944372,13.09792233507953
395,2020-05-31,Sunday,25.92187875520906,14.358228542409396
396,2020-06-01,Monday,24.21946059643058,15.370129329965156
397,2020-06-02,Tuesday,28.050532116173812,15.899311010976248
398,2020-06-03,Wednesday,20.078950549265603,10.198754239928519
399,2020-06-04,Thursday,21.85503401620916,18.53951057587503
400,2020-06-05,Friday,27.075230389143766,17.57400034899933
401,2020-06-06,Saturday,28.769200134558012,20.79843127097529
402,2020-06-07,Sunday,28.641239291199014,13.451420937728745
403,2020-06-08,Monday,26.26805872448762,16.02649735306482
404,2020-06-09,Tuesday,22.41831293524575,18.04975859540889
405,2020-06-10,Wednesday,27.23120613864107,19.71136763652653
406,2020-06-11,Thursday,30.21935133950634,18.18708094146936
407,2020-06-12,Friday,23.276083807814736,16.173029302099923
408,2020-06-13,Saturday,22.874094944248423,23.344075742119095
409,2020-06-14,Sunday,28.060292955435482,16.719502793146003
410,2020-06-15,Monday,27.51899607344952,15.202571676282826
411,2020-06-16,Tuesday,23.518047162395717,19.148521875349722
412,2020-06-17,Wednesday,23.506035782375243,16.803338418663547
413,2020-06-18,Thursday,30.63268284512456,10.657827566625391
414,2020-06-19,Friday,30.65982973861054,19.759308997380042
415,2020-06-20,Saturday,23.67025841512693,16.778755185990686
416,2020-06-21,Sunday,26.927851324156894,17.293278222831198
417,2020-06-22,Monday,22.42876011845189,15.599704666350119
418,2020-06-23,Tuesday,28.03382590607579,18.181476639708404
419,2020-06-24,Wednesday,24.96635025407555,19.12312435333544
420,2020-06-25,Thursday,26.1775144851655,14.269234324219553
421,2020-06-26,Friday,26.655922171182553,15.219350240757784
422,2020-06-27,Saturday,29.82553889676083,11.367204156168295
423,2020-06-28,Sunday,24.164861847572098,13.263014259644732
424,2020-06-29,Monday,22.595714286043396,15.770669370065812
425,2020-06-30,Tuesday,28.076997952355224,17.516230168971006
426,2020-07-01,Wednesday,27.575329551495077,18.530561623814094
427,2020-07-02,Thursday,26.8062227455385,17.948076926587287
428,2020-07-03,Friday,28.442468169295957,21.589057060788896
429,2020-07-04,Saturday,28.22498310141696,18.7703614560642
430,2020-07-05,Sunday,30.15572609911097,18.152782360793793
431,2020-07-06,Monday,30.55099394432625,19.391225077912242
432,2020-07-07,Tuesday,26.241813376464037,16.557939267119796
433,2020-07-08,Wednesday,21.447317128933612,16.506858921110997
434,2020-07-09,Thursday,24.46792472182183,15.747408272187435
435,2020-07-10,Friday,28.84009541583242,15.180801306547137
436,2020-07-11,Saturday,26.53600501781798,15.454901837502744
437,2020-07-12,Sunday,27.018082368315078,22.92278740212562
438,2020-07-13,Monday,26.913637807051458,12.508789639736058
439,2020-07-14,Tuesday,30.890294032366103,17.3647160488871
440,2020-07-15,Wednesday,26.16729260511931,18.29717049425223
441,2020-07-16,Thursday,27.253273656471908,14.155070559690696
442,2020-07-17,Friday,25.439127196915567,14.397756825717895
443,2020-07-18,Saturday,24.450618184854253,17.876297007521405
444,2020-07-19,Sunday,20.61416431523959,18.363595589877782
445,2020-07-20,Monday,29.589753669585914,12.371257048315226
446,2020-07-21,Tuesday,29.366010488438057,14.609477000162427
447,2020-07-22,Wednesday,24.57268000217485,20.02102423936401
448,2020-07-23,Thursday,24.925430762683316,16.09135182077538
449,2020-07-24,Friday,26.67720247473486,16.254771706359254
450,2020-07-25,Saturday,29.15032374079808,17.61076280380122
451,2020-07-26,Sunday,23.5753038605351,17.972475329271166
452,2020-07-27,Monday,21.912119082538638,18.15616751504182
453,2020-07-28,Tuesday,25.730804191231673,21.650758959375747
454,2020-07-29,Wednesday,28.773184594683343,20.540653826850555
455,2020-07-30,Thursday,27.299211047404146,15.929198110365748
456,2020-07-31,Friday,23.029512635939398,13.293933662441102
457,2020-08-01,Saturday,24.567902813884427,16.89490101630407
458,2020-08-02,Sunday,25.050539529811097,18.337754233938693
459,2020-08-03,Monday,27.198364206741083,11.916857996339818
460,2020-08-04,Tuesday,28.436050883085933,13.369228061778626
461,2020-08-05,Wednesday,24.306382545868253,10.52746073376909
462,2020-08-06,Thursday,24.529472310285872,21.534348682473137
463,2020-08-07,Friday,27.58806213217668,18.35285220626468
